outputAs000.mp4,0.000000,10.080000
outputAs001.mp4,10.080000,20.080000
outputAs002.mp4,20.080000,30.080000
outputAs003.mp4,30.080000,40.080000
outputAs004.mp4,40.080000,50.080000
outputAs005.mp4,50.080000,60.080000
outputAs006.mp4,60.080000,70.080000
outputAs007.mp4,70.080000,80.080000
outputAs008.mp4,80.080000,90.080000
outputAs009.mp4,90.080000,100.080000
outputAs010.mp4,100.080000,117.840000
outputAs011.mp4,117.840000,127.840000
outputAs012.mp4,127.840000,137.840000
outputAs013.mp4,137.840000,147.840000
outputAs014.mp4,147.840000,157.840000
outputAs015.mp4,157.840000,167.840000
outputAs016.mp4,167.840000,177.840000
outputAs017.mp4,177.840000,187.840000
outputAs018.mp4,187.840000,197.840000
outputAs019.mp4,197.840000,207.840000
outputAs020.mp4,207.840000,217.840000
outputAs021.mp4,217.840000,227.840000
outputAs022.mp4,227.840000,237.840000
outputAs023.mp4,237.840000,247.840000
outputAs024.mp4,247.840000,257.840000
outputAs025.mp4,257.840000,267.840000
outputAs026.mp4,267.840000,277.840000
outputAs027.mp4,277.840000,287.840000
outputAs028.mp4,287.840000,297.840000
outputAs029.mp4,297.840000,307.840000
outputAs030.mp4,307.840000,317.840000
outputAs031.mp4,317.840000,327.840000
outputAs032.mp4,327.840000,337.840000
outputAs033.mp4,337.840000,347.840000
outputAs034.mp4,347.840000,357.840000
outputAs035.mp4,357.840000,367.840000
outputAs036.mp4,367.840000,377.840000
outputAs037.mp4,377.840000,380.760000
outputAs038.mp4,380.760000,392.680000
outputAs039.mp4,392.680000,407.240000
outputAs040.mp4,407.240000,415.840000
outputAs041.mp4,415.840000,421.880000
outputAs042.mp4,421.880000,431.880000
outputAs043.mp4,431.880000,441.880000
outputAs044.mp4,441.880000,459.200000
outputAs045.mp4,459.200000,469.200000
outputAs046.mp4,469.200000,479.200000
outputAs047.mp4,479.200000,489.200000
outputAs048.mp4,489.200000,499.200000
outputAs049.mp4,499.200000,509.200000
outputAs050.mp4,509.200000,519.200000
outputAs051.mp4,519.200000,529.200000
outputAs052.mp4,529.200000,539.200000
outputAs053.mp4,539.200000,549.200000
outputAs054.mp4,549.200000,559.200000
outputAs055.mp4,559.200000,569.200000
outputAs056.mp4,569.200000,575.920000
outputAs057.mp4,575.920000,585.920000
outputAs058.mp4,585.920000,595.920000
outputAs059.mp4,595.920000,608.240000
outputAs060.mp4,608.240000,618.240000
outputAs061.mp4,618.240000,628.240000
outputAs062.mp4,628.240000,638.240000
outputAs063.mp4,638.240000,648.240000
outputAs064.mp4,648.240000,658.240000
outputAs065.mp4,658.240000,660.160000
outputAs066.mp4,660.160000,671.360000
outputAs067.mp4,671.360000,681.360000
outputAs068.mp4,681.360000,693.120000
outputAs069.mp4,693.120000,708.600000
outputAs070.mp4,708.600000,718.600000
outputAs071.mp4,718.600000,721.080000
outputAs072.mp4,721.080000,732.400000
outputAs073.mp4,732.400000,745.960000
outputAs074.mp4,745.960000,758.440000
outputAs075.mp4,758.440000,768.440000
outputAs076.mp4,768.440000,778.440000
outputAs077.mp4,778.440000,788.440000
outputAs078.mp4,788.440000,798.440000
outputAs079.mp4,798.440000,808.440000
outputAs080.mp4,808.440000,818.440000
outputAs081.mp4,818.440000,828.440000
outputAs082.mp4,828.440000,838.440000
outputAs083.mp4,838.440000,843.280000
outputAs084.mp4,843.280000,853.280000
outputAs085.mp4,853.280000,863.280000
outputAs086.mp4,863.280000,873.280000
outputAs087.mp4,873.280000,883.280000
outputAs088.mp4,883.280000,893.280000
outputAs089.mp4,893.280000,903.280000
outputAs090.mp4,903.280000,913.280000
outputAs091.mp4,913.280000,923.280000
outputAs092.mp4,923.280000,933.280000
outputAs093.mp4,933.280000,949.360000
outputAs094.mp4,949.360000,959.360000
outputAs095.mp4,959.360000,969.360000
outputAs096.mp4,969.360000,979.360000
outputAs097.mp4,979.360000,989.360000
outputAs098.mp4,989.360000,999.360000
outputAs099.mp4,999.360000,1009.360000
outputAs100.mp4,1009.360000,1019.360000
outputAs101.mp4,1019.360000,1029.360000
outputAs102.mp4,1029.360000,1039.360000
outputAs103.mp4,1039.360000,1049.360000
outputAs104.mp4,1049.360000,1059.360000
outputAs105.mp4,1059.360000,1065.920000
outputAs106.mp4,1065.920000,1075.920000
outputAs107.mp4,1075.920000,1085.920000
outputAs108.mp4,1085.920000,1095.920000
outputAs109.mp4,1095.920000,1105.920000
outputAs110.mp4,1105.920000,1115.920000
outputAs111.mp4,1115.920000,1125.920000
outputAs112.mp4,1125.920000,1135.440000
outputAs113.mp4,1135.440000,1145.440000
outputAs114.mp4,1145.440000,1155.440000
outputAs115.mp4,1155.440000,1165.440000
outputAs116.mp4,1165.440000,1175.440000
outputAs117.mp4,1175.440000,1185.440000
outputAs118.mp4,1185.440000,1195.440000
outputAs119.mp4,1195.440000,1204.200000
outputAs120.mp4,1204.200000,1214.200000
outputAs121.mp4,1214.200000,1224.200000
outputAs122.mp4,1224.200000,1232.800000
outputAs123.mp4,1232.800000,1242.800000
outputAs124.mp4,1242.800000,1252.800000
outputAs125.mp4,1252.800000,1262.800000
outputAs126.mp4,1262.800000,1272.800000
outputAs127.mp4,1272.800000,1282.800000
outputAs128.mp4,1282.800000,1292.800000
outputAs129.mp4,1292.800000,1302.800000
outputAs130.mp4,1302.800000,1314.280000
outputAs131.mp4,1314.280000,1324.280000
outputAs132.mp4,1324.280000,1334.280000
outputAs133.mp4,1334.280000,1344.280000
outputAs134.mp4,1344.280000,1354.280000
outputAs135.mp4,1354.280000,1364.280000
outputAs136.mp4,1364.280000,1374.280000
outputAs137.mp4,1374.280000,1384.280000
outputAs138.mp4,1384.280000,1394.280000
outputAs139.mp4,1394.280000,1404.280000
outputAs140.mp4,1404.280000,1414.280000
outputAs141.mp4,1414.280000,1424.280000
outputAs142.mp4,1424.280000,1434.280000
outputAs143.mp4,1434.280000,1444.280000
outputAs144.mp4,1444.280000,1455.760000
outputAs145.mp4,1455.760000,1465.760000
outputAs146.mp4,1465.760000,1475.760000
outputAs147.mp4,1475.760000,1485.760000
outputAs148.mp4,1485.760000,1495.760000
outputAs149.mp4,1495.760000,1505.480000
outputAs150.mp4,1505.480000,1510.040000
outputAs151.mp4,1510.040000,1520.040000
outputAs152.mp4,1520.040000,1531.720000
outputAs153.mp4,1531.720000,1545.040000
outputAs154.mp4,1545.040000,1555.040000
outputAs155.mp4,1555.040000,1565.040000
outputAs156.mp4,1565.040000,1575.040000
outputAs157.mp4,1575.040000,1585.040000
outputAs158.mp4,1585.040000,1595.040000
outputAs159.mp4,1595.040000,1605.040000
outputAs160.mp4,1605.040000,1615.040000
outputAs161.mp4,1615.040000,1625.040000
outputAs162.mp4,1625.040000,1635.040000
outputAs163.mp4,1635.040000,1645.040000
outputAs164.mp4,1645.040000,1655.040000
outputAs165.mp4,1655.040000,1665.040000
outputAs166.mp4,1665.040000,1675.040000
outputAs167.mp4,1675.040000,1685.040000
outputAs168.mp4,1685.040000,1695.040000
outputAs169.mp4,1695.040000,1705.040000
outputAs170.mp4,1705.040000,1715.040000
outputAs171.mp4,1715.040000,1725.040000
outputAs172.mp4,1725.040000,1735.040000
outputAs173.mp4,1735.040000,1745.040000
outputAs174.mp4,1745.040000,1755.040000
outputAs175.mp4,1755.040000,1765.040000
outputAs176.mp4,1765.040000,1770.040000
outputAs177.mp4,1770.040000,1787.360000
outputAs178.mp4,1787.360000,1797.360000
outputAs179.mp4,1797.360000,1807.360000
outputAs180.mp4,1807.360000,1817.360000
outputAs181.mp4,1817.360000,1827.360000
outputAs182.mp4,1827.360000,1837.360000
outputAs183.mp4,1837.360000,1847.360000
outputAs184.mp4,1847.360000,1857.360000
outputAs185.mp4,1857.360000,1867.360000
outputAs186.mp4,1867.360000,1877.360000
outputAs187.mp4,1877.360000,1887.360000
outputAs188.mp4,1887.360000,1897.360000
outputAs189.mp4,1897.360000,1907.360000
outputAs190.mp4,1907.360000,1917.360000
outputAs191.mp4,1917.360000,1927.360000
outputAs192.mp4,1927.360000,1937.360000
outputAs193.mp4,1937.360000,1947.360000
outputAs194.mp4,1947.360000,1957.360000
outputAs195.mp4,1957.360000,1967.360000
outputAs196.mp4,1967.360000,1977.360000
outputAs197.mp4,1977.360000,1987.360000
outputAs198.mp4,1987.360000,1997.360000
outputAs199.mp4,1997.360000,2007.360000
outputAs200.mp4,2007.360000,2017.360000
outputAs201.mp4,2017.360000,2027.360000
outputAs202.mp4,2027.360000,2037.360000
outputAs203.mp4,2037.360000,2047.360000
outputAs204.mp4,2047.360000,2057.360000
outputAs205.mp4,2057.360000,2063.240000
outputAs206.mp4,2063.240000,2075.040000
outputAs207.mp4,2075.040000,2080.040000
outputAs208.mp4,2080.040000,2090.000000
outputAs209.mp4,2090.000000,2100.000000
outputAs210.mp4,2100.000000,2110.000000
outputAs211.mp4,2110.000000,2120.000000
outputAs212.mp4,2120.000000,2130.000000
outputAs213.mp4,2130.000000,2140.000000
outputAs214.mp4,2140.000000,2150.000000
outputAs215.mp4,2150.000000,2160.000000
outputAs216.mp4,2160.000000,2170.000000
outputAs217.mp4,2170.000000,2180.000000
outputAs218.mp4,2180.000000,2190.000000
outputAs219.mp4,2190.000000,2200.000000
outputAs220.mp4,2200.000000,2210.000000
outputAs221.mp4,2210.000000,2220.000000
outputAs222.mp4,2220.000000,2230.000000
outputAs223.mp4,2230.000000,2240.000000
outputAs224.mp4,2240.000000,2250.000000
outputAs225.mp4,2250.000000,2260.000000
outputAs226.mp4,2260.000000,2270.000000
outputAs227.mp4,2270.000000,2280.000000
outputAs228.mp4,2280.000000,2290.000000
outputAs229.mp4,2290.000000,2300.000000
outputAs230.mp4,2300.000000,2310.000000
outputAs231.mp4,2310.000000,2327.240000
outputAs232.mp4,2327.240000,2335.040000
outputAs233.mp4,2335.040000,2345.040000
outputAs234.mp4,2345.040000,2355.040000
outputAs235.mp4,2355.040000,2365.040000
outputAs236.mp4,2365.040000,2375.040000
outputAs237.mp4,2375.040000,2385.040000
outputAs238.mp4,2385.040000,2395.040000
outputAs239.mp4,2395.040000,2405.040000
outputAs240.mp4,2405.040000,2415.040000
outputAs241.mp4,2415.040000,2425.040000
outputAs242.mp4,2425.040000,2435.040000
outputAs243.mp4,2435.040000,2445.040000
outputAs244.mp4,2445.040000,2455.040000
outputAs245.mp4,2455.040000,2465.040000
outputAs246.mp4,2465.040000,2475.040000
outputAs247.mp4,2475.040000,2485.040000
outputAs248.mp4,2485.040000,2494.280000
